loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist
8899,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.7698536,0.0158,,,0,82.51,,5178,0.82,0.88,0.16,[Fe/H],,,377.06
8900,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.7698541,0.015,,,0,81.36,,5088,0.75,0.75,,,,12.4,377.06
8901,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.7698549,0.0157,,,0,80.42,,5173,0.82,0.87,0.16,[Fe/H],,,377.06
8902,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.7698549,,,,,,,5084.02,0.78,0.85,0.251,[M/H],-0.435,,377.06
8903,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.7698536,0.0158,,,0,82.51,,5178,0.82,0.88,0.16,[Fe/H],,,377.06
8904,Kepler-1173 b,Kepler-1173,0,1,1,0,Transit,0.76985446,,,,,,,5084.02,0.78,0.85,0.251,[M/H],-0.435,,377.06
8905,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89225223,0.0712,,,0,89.95,,6046,0.93,1.01,-0.2,[Fe/H],,,1408.75
8906,Kepler-1174 b,Kepler-1174,1,1,1,0,Transit,6.89225223,,0.142,,,,,5936,1.04,1.04,-0.04,[Fe/H],,3.55,1408.75
8907,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89225,0.072,,,0,89.38,,6059,0.96,1.05,,,,0.4,1408.75
8908,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89223458,,,,,,,5939,1.79,1.08,,,0.555,,1408.75
8909,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89226333,0.0732,,,0,89.84,,5862,1.46,1.1,0.16,[Fe/H],,,1408.75
8910,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,,,0.233,,,,,5868,1.8,,,,,,1408.75
8911,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89225223,0.0712,,,0,89.95,,6046,0.93,1.01,-0.2,[Fe/H],,,1408.75
8912,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89225223,0.0712,,,0,89.95,,6046,0.93,1.01,-0.2,[Fe/H],,,1408.75
8913,Kepler-1174 b,Kepler-1174,0,1,1,0,Transit,6.89226333,,,,,,,5939,1.79,1.08,,,0.555,,1408.75
8914,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.9456138,,,,,,,5473,0.75,0.96,,,-0.34,,1121.89
8915,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94563,0.2183,,,0,89.95,,5870,0.87,0.96,-0.2,[Fe/H],,,1121.89
8916,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.9456138,0.2181,,,0,89.79,,5861,0.86,0.96,-0.2,[Fe/H],,,1121.89
8917,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,,,0.219,,,,,5865,0.76,,,,,,1121.89
8918,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94498797,,,,,,,5473,0.75,0.96,,,-0.34,,1121.89
8919,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94584397,,,,,,,5473,0.75,0.96,,,-0.34,,1121.89
8920,Kepler-1175 b,Kepler-1175,1,1,1,0,Transit,37.94563,,0.267,,,,,5453,0.86,0.9,-0.04,[Fe/H],,4.17,1121.89
8921,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94523,0.221,,,0,88.24,,5866,0.89,1,,,,0.4,1121.89
8922,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94563,0.2183,,,0,89.95,,5870,0.87,0.96,-0.2,[Fe/H],,,1121.89
8923,Kepler-1175 b,Kepler-1175,0,1,1,0,Transit,37.94563,0.2183,,,0,89.95,,5870,0.87,0.96,-0.2,[Fe/H],,,1121.89
8924,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.1738579,0.1557,,,0,89.95,,5534,0.8,0.86,-0.22,[Fe/H],,,864.699
8925,Kepler-1176 b,Kepler-1176,1,1,1,0,Transit,24.1738579,,0.219,,,,,5844,1.02,1.01,-0.01,[Fe/H],,3.8,864.699
8926,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.17534,0.158,,,0,89.38,,5540,0.8,0.91,,,,0.4,864.699
8927,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.1738579,0.1557,,,0,89.95,,5534,0.8,0.86,-0.22,[Fe/H],,,864.699
8928,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.17378515,,,,,,,5593.23,0.93,0.99,-0.313,[M/H],-0.117,,864.699
8929,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.1738244,,,,,,,5593.23,0.93,0.99,-0.313,[M/H],-0.117,,864.699
8930,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,,,0.184,,,,,5467,0.91,,,,,,864.699
8931,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.1738244,0.1589,,,0,89.76,,5468,0.97,0.91,0.14,[Fe/H],,,864.699
8932,Kepler-1176 b,Kepler-1176,0,1,1,0,Transit,24.1738579,0.1557,,,0,89.95,,5534,0.8,0.86,-0.22,[Fe/H],,,864.699
8933,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,,,0.283,,,,,5674,1.54,,,,,,1299.97
8934,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.2559996,,,,,,,5643,1.55,1,,,0.342,,1299.97
8935,Kepler-1177 b,Kepler-1177,1,1,1,0,Transit,106.247547,,0.17,,,,,5712,0.97,0.98,0.02,[Fe/H],,4.47,1299.97
8936,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.247547,0.4383,,,0,89.95,,5968,1,0.99,-0.12,[Fe/H],,,1299.97
8937,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.247882,0.4301,,,0,89.32,,5679,0.97,0.94,0,[Fe/H],,,1299.97
8938,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.247547,0.4383,,,0,89.95,,5968,1,0.99,-0.12,[Fe/H],,,1299.97
8939,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.247547,0.4383,,,0,89.95,,5968,1,0.99,-0.12,[Fe/H],,,1299.97
8940,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.249,0.439,,,0,89.38,,5952,1,0.99,,,,4.1,1299.97
8941,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.2482704,,,,,,,5643,1.55,1,,,0.342,,1299.97
8942,Kepler-1177 b,Kepler-1177,0,1,1,0,Transit,106.247882,,,,,,,5643,1.55,1,,,0.342,,1299.97
8943,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,,,0.123,,,,,4734,1.15,,,,,,482.287
8944,Kepler-1178 b,Kepler-1178,1,1,1,0,Transit,31.80634,,0.095,,,,,4990,0.75,0.8,-0.05,[Fe/H],,4.68,482.287
8945,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.80634,0.1596,,,0,89.95,,4729,0.53,0.53,-1.42,[Fe/H],,,482.287
8946,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.80873536,,,,,,,5084.79,0.94,0.85,-0.192,[M/H],-0.277,,482.287
8947,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.80634,0.1596,,,0,89.95,,4729,0.53,0.53,-1.42,[Fe/H],,,482.287
8948,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.8055128,,,,,,,5084.79,0.94,0.85,-0.192,[M/H],-0.277,,482.287
8949,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.8055128,0.1596,,,0,89.5,,4729,0.53,0.53,-1.42,[Fe/H],,,482.287
8950,Kepler-1178 b,Kepler-1178,0,1,1,0,Transit,31.80634,0.1596,,,0,89.95,,4729,0.53,0.53,-1.42,[Fe/H],,,482.287
8951,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.685058,0.035,,,0,88.81,,5264,0.83,0.78,,,,13.9,415.205
8952,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505749,0.0346,,,0,89.38,,5266,0.83,0.77,-0.18,[Fe/H],,,415.205
8953,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505445,0.0346,,,0,86.69,,5266,0.83,0.77,-0.18,[Fe/H],,,415.205
8954,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505749,0.0346,,,0,89.38,,5266,0.83,0.77,-0.18,[Fe/H],,,415.205
8955,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,,,0.117,,,,,5133,0.74,,,,,,415.205
8956,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505749,0.0346,,,0,89.38,,5266,0.83,0.77,-0.18,[Fe/H],,,415.205
8957,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505445,,,,,,,5207,0.74,0.89,,,-0.444,,415.205
8958,Kepler-1179 b,Kepler-1179,1,1,1,0,Transit,2.68505749,,0.118,,,,,5212,0.81,0.84,-0.03,[Fe/H],,4.9,415.205
8959,Kepler-1179 b,Kepler-1179,0,1,1,0,Transit,2.68505683,,,,,,,5207,0.74,0.89,,,-0.444,,415.205
8960,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51849479,0.0715,,,0,89.38,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8961,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51849479,0.0715,,,0,89.38,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8962,Kepler-118 b,Kepler-118,1,1,2,0,Transit,7.518496,0.073,0.175,,,,,5274,1.09,,,,,,574.228
8963,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51849479,0.0715,,,0,89.38,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8964,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51866,0.069,,,0,89.95,,5181,0.79,0.77,,,,13.9,574.228
8965,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51842012,,,,,,,5109,0.83,0.86,,,-0.377,,574.228
8966,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51854537,0.0701,,,0,89.63,,5064,0.86,0.81,0.18,[Fe/H],,,574.228
8967,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51849479,,0.126,,,,,5234,0.81,0.85,-0.01,[Fe/H],,4.68,574.228
8968,Kepler-118 b,Kepler-118,0,1,2,0,Transit,,,0.12,,,,,5057,0.82,,,,,,574.228
8969,Kepler-118 b,Kepler-118,0,1,2,0,Transit,7.51854537,,,,,,,5109,0.83,0.86,,,-0.377,,574.228
8970,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.172011,0.133,,,0,88.81,,5181,0.79,0.77,,,,13.9,574.228
8971,Kepler-118 c,Kepler-118,0,1,2,0,Transit,,,0.526,,,,,5057,0.82,,,,,,574.228
8972,Kepler-118 c,Kepler-118,1,1,2,0,Transit,20.17202,0.141,0.685,,,,,5274,1.09,,,,,,574.228
8973,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202387,0.138,,,0,89.95,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8974,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202387,0.138,,,0,89.95,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8975,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202467,,,,,,,5109,0.83,0.86,,,-0.377,,574.228
8976,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202387,,0.53,,,,,5234,0.81,0.85,-0.01,[Fe/H],,4.68,574.228
8977,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202387,0.138,,,0,89.95,,5275,0.98,0.86,0.2,[Fe/H],,,574.228
8978,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202326,,,,,,,5109,0.83,0.86,,,-0.377,,574.228
8979,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202773,,,,,,,5109,0.83,0.86,,,-0.377,,574.228
8980,Kepler-118 c,Kepler-118,0,1,2,0,Transit,20.17202467,0.1353,,,0,89.61,,5064,0.86,0.81,0.18,[Fe/H],,,574.228
8981,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.85983142,,,,,,,6163,1.42,1.17,,,0.417,,1596.8
8982,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.8600805,,,,,,,6163,1.42,1.17,,,0.417,,1596.8
8983,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,,,0.224,,,,,6206,1.43,,,,,,1596.8
8984,Kepler-1180 b,Kepler-1180,1,1,1,0,Transit,16.8601286,,0.178,,,,,6077,1.14,1.09,0,[Fe/H],,3.09,1596.8
8985,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.8601286,0.1246,,,0,88.81,,6205,0.97,0.91,-0.58,[Fe/H],,,1596.8
8986,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.8601286,0.1246,,,0,88.81,,6205,0.97,0.91,-0.58,[Fe/H],,,1596.8
8987,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.85976251,,,,,,,6163,1.42,1.17,,,0.417,,1596.8
8988,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.85818,0.134,,,0,89.95,,6264,1.07,1.12,,,,1.1,1596.8
8989,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.8600805,0.1246,,,0,87.77,,6205,0.97,0.91,-0.58,[Fe/H],,,1596.8
8990,Kepler-1180 b,Kepler-1180,0,1,1,0,Transit,16.8601286,0.1246,,,0,88.81,,6205,0.97,0.91,-0.58,[Fe/H],,,1596.8
8991,Kepler-1181 b,Kepler-1181,1,1,2,0,Transit,4.89337519,,0.14,,,,,6176,1.3,1.17,0.03,[Fe/H],,3.24,938.417
8992,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89332736,,,,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,,938.417
8993,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,,,0.142,,,,,6689,1.33,,,,,,938.417
8994,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89343316,,,,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,,938.417
8995,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89337519,0.0621,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
8996,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89336495,0.0621,,,0,88.82,,6688,1.35,1.34,0.07,[Fe/H],,,938.417
8997,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89336495,,,,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,,938.417
8998,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.893489,0.061,,,0,89.38,,6333,1.25,1.24,,,,,938.417
8999,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89337519,0.0621,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
9000,Kepler-1181 b,Kepler-1181,0,1,2,0,Transit,4.89337519,0.0621,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
9001,Kepler-1181 c,Kepler-1181,0,1,2,0,Transit,8.93490982,,0.156,,,,,6688,1.35,1.34,0.07,[Fe/H],,,938.417
9002,Kepler-1181 c,Kepler-1181,0,1,2,0,Transit,8.93484887,,,,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,,938.417
9003,Kepler-1181 c,Kepler-1181,1,1,2,0,Transit,8.93484887,0.0928,,,0,86.05,,6688,1.35,1.34,0.07,[Fe/H],,,938.417
9004,Kepler-1181 c,Kepler-1181,0,1,2,0,Transit,8.93490815,0.0928,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
9005,Kepler-1181 c,Kepler-1181,0,1,2,0,Transit,8.93490815,0.0928,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
9006,Kepler-1181 c,Kepler-1181,0,1,2,0,Transit,8.93490815,0.0928,,,0,89.38,,6680,1.32,1.33,0.07,[Fe/H],,,938.417
9007,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17394617,0.0981,,,0,85.94,,5911,0.91,1.01,-0.1,[Fe/H],,,1545.39
9008,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17394617,0.0981,,,0,85.94,,5911,0.91,1.01,-0.1,[Fe/H],,,1545.39
9009,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.1736,0.098,,,0,87.66,,5900,0.9,1.01,,,,0.4,1545.39
9010,Kepler-1182 b,Kepler-1182,1,1,1,0,Transit,11.17394617,,0.215,,,,,5924,1.05,1.04,0.01,[Fe/H],,3.39,1545.39
9011,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17397251,,,,,,,5847,1.31,1.06,,,0.256,,1545.39
9012,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,,,0.21,,,,,5924,1.31,,,,,,1545.39
9013,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17392077,,,,,,,5847,1.31,1.06,,,0.256,,1545.39
9014,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17392077,0.0981,,,0,89.94,,5911,0.91,1.01,-0.1,[Fe/H],,,1545.39
9015,Kepler-1182 b,Kepler-1182,0,1,1,0,Transit,11.17394617,0.0981,,,0,85.94,,5911,0.91,1.01,-0.1,[Fe/H],,,1545.39
9016,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.50273,0.178,,,0,87.66,,5688,0.87,0.93,,,,3.5,1919.19
9017,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.5057217,0.1793,,,0,88.47,,5712,0.87,0.94,-0.1,[Fe/H],,,1919.19
9018,Kepler-1183 b,Kepler-1183,1,1,1,0,Transit,28.5057189,,0.252,,,,,5765,0.99,1,0.04,[Fe/H],,4.27,1919.19
9019,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,,,0.377,,,,,5710,1.44,,,,,,1919.19
9020,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.5057189,0.1793,,,0,89.95,,5712,0.87,0.94,-0.1,[Fe/H],,,1919.19
9021,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.5057189,0.1793,,,0,89.95,,5712,0.87,0.94,-0.1,[Fe/H],,,1919.19
9022,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.5057189,0.1793,,,0,89.95,,5712,0.87,0.94,-0.1,[Fe/H],,,1919.19
9023,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.50597485,,,,,,,5494,1.48,0.96,,,0.255,,1919.19
9024,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.50615646,,,,,,,5494,1.48,0.96,,,0.255,,1919.19
9025,Kepler-1183 b,Kepler-1183,0,1,1,0,Transit,28.5057217,,,,,,,5494,1.48,0.96,,,0.255,,1919.19
9026,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.59923,0.291,,,0,89.38,,6322,1.08,1.14,,,,0.5,1157.84
9027,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.59889507,,,,,,,5922,1.02,1.08,,,0.065,,1157.84
9028,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.59887191,,,,,,,5922,1.02,1.08,,,0.065,,1157.84
9029,Kepler-1184 b,Kepler-1184,1,1,1,0,Transit,53.5991044,,0.239,,,,,5983,1.07,1.05,-0.04,[Fe/H],,3.55,1157.84
9030,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,,,0.219,,,,,6319,1.02,,,,,,1157.84
9031,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.5991459,,,,,,,5922,1.02,1.08,,,0.065,,1157.84
9032,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.5991044,0.2863,,,0,89.38,,6319,1.03,1.08,-0.22,[Fe/H],,,1157.84
9033,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.5991459,0.2863,,,0,89.2,,6319,1.03,1.08,-0.22,[Fe/H],,,1157.84
9034,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.5991044,0.2863,,,0,89.38,,6319,1.03,1.08,-0.22,[Fe/H],,,1157.84
9035,Kepler-1184 b,Kepler-1184,0,1,1,0,Transit,53.5991044,0.2863,,,0,89.38,,6319,1.03,1.08,-0.22,[Fe/H],,,1157.84
9036,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,104.3518976,0.4425,,,0,89.95,,5754,0.94,1.06,0.21,[Fe/H],,,459.273
9037,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,104.3508195,,,,,,,5867,1.34,1.06,,,0.282,,459.273
9038,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,104.3519624,0.4297,,,0,89.84,,5650,0.87,0.97,0.02,[Fe/H],,,459.273
9039,Kepler-1185 b,Kepler-1185,1,1,1,0,Transit,104.3518976,,0.119,,,,,5622,0.87,0.96,-0.04,[Fe/H],,1.55,459.273
9040,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,104.3518976,0.4425,,,0,89.95,,5754,0.94,1.06,0.21,[Fe/H],,,459.273
9041,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,,,0.195,,,,,5657,1.37,,,,,,459.273
9042,Kepler-1185 b,Kepler-1185,0,1,1,0,Transit,104.3519624,,,,,,,5867,1.34,1.06,,,0.282,,459.273
9043,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07673148,,,,,,,5466.11,1.2,0.96,0.112,[M/H],0.064,,1337.25
9044,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07671404,,,,,,,5466.11,1.2,0.96,0.112,[M/H],0.064,,1337.25
9045,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07677,0.125,,,0,89.38,,5916,0.91,1.01,,,,0.3,1337.25
9046,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07677615,0.1281,,,0,89.95,,5957,0.97,1.08,0.07,[Fe/H],,,1337.25
9047,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07677615,0.1281,,,0,89.95,,5957,0.97,1.08,0.07,[Fe/H],,,1337.25
9048,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,,,0.218,,,,,5975,1.11,,,,,,1337.25
9049,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07677615,0.1281,,,0,89.95,,5957,0.97,1.08,0.07,[Fe/H],,,1337.25
9050,Kepler-1186 b,Kepler-1186,1,1,1,0,Transit,16.07677615,,0.199,,,,,5635,0.93,0.95,0,[Fe/H],,4.47,1337.25
9051,Kepler-1186 b,Kepler-1186,0,1,1,0,Transit,16.07673148,0.1281,,,0,89.89,,5957,0.97,1.08,0.07,[Fe/H],,,1337.25
9052,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87058705,,,,,,,5882,1.13,1.07,,,0.136,,1020.53
9053,Kepler-1187 b,Kepler-1187,1,1,1,0,Transit,18.87064068,,0.233,,,,,5975,1.09,1.06,-0.01,[Fe/H],,3.39,1020.53
9054,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87061,0.142,,,0,89.38,,6106,0.98,1.07,,,,0.4,1020.53
9055,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87060702,,,,,,,5882,1.13,1.07,,,0.136,,1020.53
9056,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,,,0.269,,,,,6105,1.07,,,,,,1020.53
9057,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87058705,0.1401,,,0,87.72,,6103,0.95,1.03,-0.2,[Fe/H],,,1020.53
9058,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87064068,0.1401,,,0,89.95,,6103,0.95,1.03,-0.2,[Fe/H],,,1020.53
9059,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87064068,0.1401,,,0,89.95,,6103,0.95,1.03,-0.2,[Fe/H],,,1020.53
9060,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87064068,0.1401,,,0,89.95,,6103,0.95,1.03,-0.2,[Fe/H],,,1020.53
9061,Kepler-1187 b,Kepler-1187,0,1,1,0,Transit,18.87060067,,,,,,,5882,1.13,1.07,,,0.136,,1020.53
9062,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.1369543,0.1344,,,0,89.95,,6217,1.09,1.1,-0.04,[Fe/H],,,1717.48
9063,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,,,0.255,,,,,6222,1.5,,,,,,1717.48
9064,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.1369543,0.1344,,,0,89.95,,6217,1.09,1.1,-0.04,[Fe/H],,,1717.48
9065,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.13689021,,,,,,,5908,1.51,1.07,,,0.398,,1717.48
9066,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.13661273,,,,,,,5908,1.51,1.07,,,0.398,,1717.48
9067,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.1369408,,,,,,,5908,1.51,1.07,,,0.398,,1717.48
9068,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.13756,0.134,,,0,87.09,,6195,1.05,1.09,,,,1.5,1717.48
9069,Kepler-1188 b,Kepler-1188,1,1,1,0,Transit,17.1369543,,0.186,,,,,5913,1.06,1.04,0,[Fe/H],,4.17,1717.48
9070,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.1369408,0.135,,,0,89.92,,6218,1.08,1.11,-0.04,[Fe/H],,,1717.48
9071,Kepler-1188 b,Kepler-1188,0,1,1,0,Transit,17.1369543,0.1344,,,0,89.95,,6217,1.09,1.1,-0.04,[Fe/H],,,1717.48
9072,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78861833,,,,,,,5572.03,1.12,0.98,0.364,[M/H],0.041,,782.852
9073,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,,,0.113,,,,,5559,1.07,,,,,,782.852
9074,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78861833,0.0467,,,0,88.98,,5560,1.04,0.94,0.16,[Fe/H],,,782.852
9075,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.788753,0.047,,,0,87.09,,5817,1.1,0.94,,,,8.9,782.852
9076,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78859972,,,,,,,5572.03,1.12,0.98,0.364,[M/H],0.041,,782.852
9077,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78858982,0.049,,,0,69.9,,5919,1.17,1.09,0.18,[Fe/H],,,782.852
9078,Kepler-1189 b,Kepler-1189,1,1,1,0,Transit,3.78858982,,0.158,,,,,6012,1.16,1.11,0.08,[Fe/H],,3.39,782.852
9079,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78858982,0.049,,,0,69.9,,5919,1.17,1.09,0.18,[Fe/H],,,782.852
9080,Kepler-1189 b,Kepler-1189,0,1,1,0,Transit,3.78858982,0.049,,,0,69.9,,5919,1.17,1.09,0.18,[Fe/H],,,782.852
9081,Kepler-119 b,Kepler-119,0,1,2,0,Transit,,,0.382,,,,,5595,1,,,,,,701.996
9082,Kepler-119 b,Kepler-119,0,1,2,0,Transit,2.42208445,0.0343,,,0,89.38,,5588,0.83,0.91,-0.1,[Fe/H],,,701.996
